Year,Geography,American Indian/Alaska Native,Asian,Black/African American,Hispanic/Latino,Multiracial,Native Hawaiian/Other Pacific Islander,Unknown,White,Female,Male,Non-U.S.–born,U.S.-born,0-4,15-24,25-34,35-44,45-54,5-14,55-64,65+
2004,Alabama,0,17,117,18,0,0,0,59,88,123,39,172,9.0,12.0,44.0,32.0,34.0,3.0,32.0,45.0
2004,Alaska,29,8,2,0,0,0,1,3,17,26,9,34,3.0,1.0,4.0,11.0,6.0,3.0,8.0,7.0
2004,Arizona,18,27,27,150,1,1,0,48,87,185,156,115,21.0,26.0,43.0,61.0,39.0,11.0,28.0,43.0
2004,Arkansas,2,11,32,21,1,20,1,46,43,84,48,86,2.0,19.0,15.0,15.0,19.0,9.0,14.0,41.0
2004,California,5,"1,269",225,"1,175",6,13,4,293,"1,205","1,785","2,258",720,116.0,305.0,443.0,478.0,480.0,104.0,388.0,676.0
2004,Colorado,1,14,36,54,0,0,0,23,44,84,87,41,14.0,18.0,24.0,18.0,16.0,11.0,8.0,19.0
2004,Connecticut,0,23,26,30,0,0,0,22,35,66,68,33,0.0,9.0,16.0,16.0,22.0,0.0,14.0,24.0
2004,Delaware,0,7,13,7,0,0,0,6,13,20,15,18,0.0,2.0,7.0,2.0,7.0,0.0,2.0,13.0
2004,District of Columbia,0,7,59,9,0,0,0,6,21,60,29,52,3.0,5.0,19.0,15.0,19.0,1.0,7.0,12.0
2004,Florida,2,74,443,295,2,2,1,255,363,711,510,561,38.0,103.0,135.0,225.0,236.0,38.0,124.0,175.0
2004,Georgia,0,51,311,93,0,0,2,80,209,328,184,353,23.0,63.0,84.0,107.0,103.0,13.0,68.0,75.0
2004,Hawaii,0,102,0,3,1,7,0,3,50,66,96,19,1.0,9.0,14.0,18.0,15.0,3.0,20.0,36.0
2004,Idaho,0,0,1,5,0,0,0,5,5,6,5,6,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0
2004,Illinois,2,126,188,157,5,1,0,88,225,342,256,311,20.0,54.0,103.0,103.0,111.0,19.0,63.0,94.0
2004,Indiana,1,18,42,19,0,0,0,48,50,78,43,85,6.0,12.0,25.0,20.0,22.0,1.0,13.0,29.0
2004,Iowa,0,11,12,9,0,0,0,15,18,29,31,16,4.0,4.0,13.0,10.0,7.0,1.0,3.0,5.0
2004,Kansas,0,10,13,27,0,0,0,12,23,39,35,27,4.0,7.0,12.0,16.0,8.0,3.0,3.0,9.0
2004,Kentucky,0,6,19,21,0,0,0,81,41,86,38,89,1.0,12.0,23.0,18.0,14.0,3.0,18.0,38.0
2004,Louisiana,0,25,149,10,0,0,0,64,88,160,31,216,7.0,20.0,28.0,47.0,64.0,8.0,44.0,30.0
2004,Maine,0,1,7,0,1,0,0,11,8,12,9,11,0.0,2.0,2.0,5.0,1.0,2.0,0.0,8.0
2004,Maryland,0,77,155,44,0,0,0,37,140,173,187,126,7.0,40.0,66.0,54.0,49.0,6.0,34.0,57.0
2004,Massachusetts,1,101,65,48,0,0,0,68,109,174,216,67,1.0,40.0,65.0,40.0,41.0,7.0,34.0,55.0
2004,Michigan,0,54,119,30,1,0,3,65,109,163,104,168,13.0,32.0,53.0,38.0,46.0,6.0,30.0,54.0
2004,Minnesota,7,39,103,26,0,0,0,24,97,102,163,36,9.0,54.0,46.0,24.0,20.0,12.0,11.0,23.0
2004,Mississippi,1,5,76,5,0,0,0,32,48,71,11,108,4.0,7.0,13.0,20.0,29.0,4.0,10.0,32.0
2004,Missouri,0,14,49,13,0,0,0,51,42,85,35,92,2.0,14.0,17.0,16.0,21.0,4.0,10.0,43.0
2004,Montana,6,1,0,1,0,0,1,6,2,13,2,13,1.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0
2004,Nebraska,1,4,11,14,2,0,0,7,19,20,31,8,7.0,9.0,7.0,3.0,8.0,1.0,2.0,2.0
2004,Nevada,3,17,12,34,0,0,0,29,34,61,58,37,0.0,17.0,13.0,14.0,11.0,1.0,24.0,15.0
2004,New Hampshire,0,8,4,5,0,0,0,7,17,7,18,6,1.0,4.0,3.0,5.0,2.0,1.0,4.0,4.0
2004,New Jersey,0,148,114,163,0,0,0,57,224,258,334,148,20.0,60.0,117.0,86.0,66.0,11.0,47.0,75.0
2004,New Mexico,13,0,0,24,0,0,0,5,19,23,19,23,0.0,3.0,6.0,4.0,2.0,0.0,7.0,20.0
2004,New York,0,368,409,406,0,1,10,165,541,818,905,451,40.0,151.0,274.0,274.0,218.0,30.0,164.0,208.0
2004,North Carolina,5,42,168,91,0,0,0,75,150,231,134,247,25.0,42.0,59.0,66.0,67.0,6.0,29.0,87.0
2004,North Dakota,1,1,0,0,0,0,0,2,3,1,1,3,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2004,Ohio,0,34,81,25,2,1,0,76,83,136,86,132,2.0,31.0,31.0,46.0,26.0,2.0,20.0,61.0
2004,Oklahoma,35,20,32,28,4,0,0,59,57,121,37,141,14.0,23.0,21.0,29.0,33.0,10.0,21.0,27.0
2004,Oregon,3,28,14,26,0,4,0,32,43,64,66,41,4.0,12.0,20.0,9.0,20.0,3.0,14.0,25.0
2004,Pennsylvania,0,110,108,32,0,0,0,78,128,200,164,163,4.0,38.0,67.0,50.0,41.0,8.0,38.0,82.0
2004,Rhode Island,0,7,12,17,0,0,0,15,28,23,30,21,1.0,9.0,11.0,9.0,6.0,1.0,5.0,9.0
2004,South Carolina,0,19,141,35,0,0,0,38,76,157,59,174,12.0,26.0,32.0,36.0,48.0,5.0,36.0,38.0
2004,South Dakota,5,0,0,2,0,0,0,4,0,11,2,9,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0
2004,Tennessee,0,14,123,28,0,2,0,111,90,188,50,228,12.0,19.0,29.0,30.0,74.0,5.0,30.0,79.0
2004,Texas,1,189,379,834,6,6,0,255,582,"1,088",753,917,70.0,187.0,276.0,323.0,330.0,37.0,178.0,269.0
2004,Utah,1,8,5,10,0,3,0,9,16,20,24,12,2.0,6.0,9.0,5.0,5.0,1.0,2.0,6.0
2004,Vermont,0,1,2,0,0,0,0,3,4,2,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
2004,Virginia,1,95,101,78,1,0,1,52,165,164,214,115,15.0,37.0,78.0,55.0,44.0,5.0,36.0,59.0
2004,Washington,12,92,48,32,1,2,4,54,102,143,164,81,4.0,39.0,45.0,36.0,35.0,2.0,33.0,51.0
2004,West Virginia,0,1,2,3,0,0,0,18,8,16,3,21,1.0,3.0,0.0,0.0,9.0,0.0,3.0,8.0
2004,Wisconsin,1,30,15,22,0,0,0,27,30,65,53,42,4.0,14.0,12.0,14.0,19.0,2.0,6.0,24.0
2004,Wyoming,0,1,0,2,0,0,0,2,2,3,2,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2005,Alabama,0,13,85,28,0,0,0,90,65,151,40,176,7.0,22.0,27.0,28.0,40.0,8.0,29.0,55.0
2005,Alaska,29,18,0,3,3,0,0,6,27,32,17,42,4.0,5.0,9.0,6.0,15.0,3.0,10.0,7.0
2005,Arizona,13,20,21,174,0,0,0,53,99,182,170,108,22.0,25.0,44.0,52.0,49.0,15.0,28.0,46.0
2005,Arkansas,0,5,36,27,1,6,0,42,50,67,34,83,4.0,7.0,14.0,18.0,24.0,5.0,15.0,30.0
2005,California,4,"1,253",223,"1,127",6,12,5,267,"1,150","1,747","2,228",653,85.0,280.0,438.0,475.0,495.0,64.0,352.0,708.0
2005,Colorado,1,12,21,49,1,0,0,17,39,62,59,42,6.0,12.0,14.0,7.0,14.0,11.0,11.0,26.0
2005,Connecticut,0,25,26,22,0,0,0,23,45,51,63,33,1.0,10.0,20.0,24.0,12.0,1.0,13.0,15.0
2005,Delaware,0,3,9,12,0,0,0,3,12,15,18,9,1.0,4.0,6.0,3.0,5.0,0.0,3.0,5.0
2005,District of Columbia,0,3,46,6,0,0,0,0,20,35,25,29,1.0,3.0,14.0,6.0,21.0,0.0,6.0,4.0
2005,Florida,0,84,462,285,4,0,0,258,387,706,486,607,30.0,115.0,164.0,211.0,249.0,27.0,133.0,164.0
2005,Georgia,0,44,286,89,0,2,2,81,174,330,187,317,30.0,74.0,89.0,96.0,82.0,11.0,46.0,76.0
2005,Hawaii,0,88,0,3,0,14,0,7,49,63,91,21,1.0,9.0,16.0,8.0,17.0,2.0,17.0,42.0
2005,Idaho,2,0,1,6,1,0,0,13,12,11,11,12,1.0,1.0,3.0,3.0,6.0,1.0,3.0,5.0
2005,Illinois,2,146,222,140,2,1,0,76,247,342,297,292,22.0,63.0,104.0,98.0,107.0,21.0,71.0,103.0
2005,Indiana,0,24,41,31,0,1,0,49,56,90,60,86,7.0,18.0,24.0,20.0,22.0,2.0,21.0,32.0
2005,Iowa,1,6,7,13,0,0,0,28,21,34,30,25,1.0,10.0,13.0,9.0,9.0,3.0,3.0,7.0
2005,Kansas,1,9,16,18,0,1,0,15,28,32,31,29,1.0,7.0,14.0,12.0,8.0,2.0,7.0,9.0
2005,Kentucky,0,8,16,24,0,0,0,76,34,90,31,93,4.0,11.0,13.0,17.0,19.0,2.0,15.0,43.0
2005,Louisiana,4,14,160,17,1,0,2,68,83,183,25,241,10.0,17.0,36.0,37.0,75.0,7.0,36.0,48.0
2005,Maine,0,5,4,0,0,0,0,8,7,10,8,9,0.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0
2005,Maryland,0,63,149,47,0,0,0,24,130,153,174,109,8.0,41.0,72.0,46.0,40.0,9.0,28.0,39.0
2005,Massachusetts,0,87,75,45,0,0,0,59,113,153,206,60,6.0,29.0,56.0,47.0,37.0,7.0,32.0,52.0
2005,Michigan,1,51,107,23,3,0,1,59,113,132,99,146,4.0,23.0,56.0,35.0,37.0,4.0,35.0,51.0
2005,Minnesota,5,53,111,18,0,0,0,12,87,112,173,26,9.0,65.0,44.0,28.0,14.0,11.0,10.0,18.0
2005,Mississippi,1,0,64,12,0,0,0,26,28,75,15,88,2.0,4.0,12.0,15.0,17.0,1.0,14.0,38.0
2005,Missouri,0,11,36,13,0,1,0,47,38,70,38,70,2.0,12.0,14.0,19.0,14.0,1.0,16.0,30.0
2005,Montana,5,0,0,1,0,0,0,4,4,6,0,10,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0
2005,Nebraska,1,2,4,13,1,1,0,13,14,21,21,14,0.0,7.0,5.0,4.0,5.0,0.0,4.0,10.0
2005,Nevada,0,35,11,36,0,2,0,28,44,68,78,34,1.0,11.0,15.0,23.0,18.0,4.0,15.0,25.0
2005,New Hampshire,0,4,0,0,0,0,0,0,2,2,4,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
2005,New Jersey,0,146,123,144,0,0,0,72,199,286,323,162,12.0,70.0,92.0,94.0,75.0,12.0,50.0,80.0
2005,New Mexico,8,3,3,23,0,0,0,2,18,21,18,21,0.0,2.0,3.0,4.0,4.0,0.0,6.0,20.0
2005,New York,0,346,368,375,6,4,30,154,467,816,897,379,30.0,151.0,252.0,246.0,188.0,29.0,162.0,225.0
2005,North Carolina,8,28,159,72,0,0,0,62,96,233,110,219,13.0,29.0,57.0,49.0,56.0,7.0,49.0,69.0
2005,North Dakota,3,0,1,0,0,0,0,2,2,4,1,5,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0
2005,Ohio,0,38,114,24,2,0,0,82,89,171,104,156,6.0,27.0,43.0,37.0,43.0,13.0,30.0,61.0
2005,Oklahoma,31,13,21,21,11,0,0,47,46,98,34,110,12.0,7.0,17.0,24.0,30.0,7.0,21.0,26.0
2005,Oregon,3,33,7,25,1,5,0,29,43,60,67,36,1.0,10.0,20.0,24.0,15.0,3.0,15.0,15.0
2005,Pennsylvania,0,85,87,37,0,0,1,110,131,189,150,169,2.0,29.0,58.0,39.0,42.0,11.0,39.0,100.0
2005,Rhode Island,0,9,5,16,0,0,0,17,20,27,31,15,3.0,2.0,9.0,8.0,4.0,0.0,9.0,12.0
2005,South Carolina,0,6,186,13,0,0,0,56,104,157,18,243,20.0,21.0,29.0,42.0,55.0,6.0,38.0,50.0
2005,South Dakota,6,3,3,0,0,0,0,4,9,7,6,10,0.0,2.0,1.0,4.0,4.0,0.0,2.0,3.0
2005,Tennessee,2,14,138,35,0,0,0,110,101,198,64,235,11.0,37.0,48.0,42.0,55.0,10.0,30.0,66.0
2005,Texas,3,159,329,821,0,0,0,213,528,997,737,788,70.0,170.0,285.0,253.0,302.0,39.0,177.0,229.0
2005,Utah,2,3,2,14,0,0,0,8,14,15,22,7,2.0,3.0,8.0,2.0,6.0,2.0,3.0,3.0
2005,Vermont,0,2,0,0,0,0,0,6,6,2,2,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2005,Virginia,0,104,111,88,0,1,0,51,173,182,223,132,16.0,42.0,87.0,57.0,42.0,9.0,34.0,68.0
2005,Washington,17,97,43,37,2,3,0,56,106,149,170,85,4.0,37.0,39.0,33.0,46.0,5.0,37.0,54.0
2005,West Virginia,0,3,1,1,1,0,0,22,9,19,4,24,0.0,2.0,2.0,2.0,4.0,0.0,3.0,15.0
2005,Wisconsin,1,22,14,16,0,0,0,14,28,39,45,21,2.0,10.0,21.0,9.0,5.0,0.0,5.0,15.0
2005,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Alabama,0,12,79,39,0,0,0,66,62,134,53,143,5.0,17.0,40.0,22.0,23.0,0.0,41.0,48.0
2006,Alaska,50,11,2,1,1,0,0,5,32,38,12,58,5.0,7.0,8.0,15.0,21.0,2.0,7.0,5.0
2006,Arizona,11,30,23,194,0,0,0,55,103,210,182,127,25.0,31.0,59.0,47.0,43.0,16.0,38.0,54.0
2006,Arkansas,0,7,33,22,5,0,0,35,32,70,32,70,3.0,8.0,9.0,16.0,16.0,4.0,21.0,25.0
2006,California,8,"1,207",207,"1,066",6,11,6,265,"1,110","1,666","2,128",636,91.0,321.0,418.0,440.0,438.0,42.0,352.0,674.0
2006,Colorado,0,27,21,61,1,0,0,14,58,66,83,41,5.0,20.0,27.0,9.0,15.0,2.0,15.0,31.0
2006,Connecticut,0,23,26,18,0,0,0,22,39,50,53,36,3.0,12.0,23.0,14.0,16.0,1.0,5.0,15.0
2006,Delaware,1,3,10,12,0,0,0,3,12,17,14,15,2.0,7.0,3.0,3.0,3.0,0.0,6.0,5.0
2006,District of Columbia,0,4,57,8,0,0,0,3,23,49,33,39,1.0,2.0,19.0,11.0,10.0,4.0,13.0,12.0
2006,Florida,1,79,414,293,3,3,0,239,351,681,471,561,36.0,100.0,155.0,223.0,226.0,21.0,130.0,141.0
2006,Georgia,0,68,249,116,0,0,1,72,199,306,207,299,28.0,68.0,103.0,92.0,89.0,10.0,59.0,56.0
2006,Hawaii,0,91,0,1,2,14,0,6,43,71,97,17,0.0,15.0,11.0,22.0,16.0,2.0,19.0,29.0
2006,Idaho,1,3,0,6,0,1,0,9,9,11,10,10,0.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0
2006,Illinois,1,150,183,141,0,0,0,88,215,347,305,258,28.0,52.0,89.0,86.0,98.0,15.0,81.0,114.0
2006,Indiana,0,16,34,31,0,0,0,43,40,84,51,73,7.0,13.0,21.0,20.0,22.0,9.0,13.0,19.0
2006,Iowa,1,11,8,9,0,0,0,11,20,20,28,12,0.0,9.0,10.0,5.0,6.0,0.0,4.0,6.0
2006,Kansas,0,18,13,24,1,0,0,26,27,55,50,32,1.0,10.0,16.0,14.0,22.0,0.0,10.0,9.0
2006,Kentucky,0,4,15,8,0,2,0,55,26,58,17,67,0.0,12.0,12.0,11.0,15.0,0.0,12.0,22.0
2006,Louisiana,1,15,118,11,0,0,0,60,65,140,27,178,9.0,15.0,41.0,33.0,44.0,4.0,31.0,28.0
2006,Maine,0,2,9,0,0,0,0,5,6,10,9,7,1.0,3.0,4.0,2.0,3.0,0.0,1.0,2.0
2006,Maryland,0,55,118,50,0,0,0,29,109,143,170,82,5.0,28.0,60.0,39.0,39.0,2.0,29.0,50.0
2006,Massachusetts,0,84,71,49,0,0,0,55,103,156,198,60,7.0,26.0,74.0,43.0,39.0,1.0,25.0,44.0
2006,Michigan,1,54,84,24,1,0,0,57,106,115,92,129,6.0,21.0,33.0,26.0,43.0,4.0,25.0,63.0
2006,Minnesota,8,49,110,24,1,0,0,25,106,111,173,44,7.0,54.0,45.0,30.0,24.0,17.0,11.0,29.0
2006,Mississippi,3,6,65,13,0,0,0,28,35,80,17,98,3.0,7.0,11.0,19.0,29.0,5.0,13.0,28.0
2006,Missouri,0,20,29,19,0,0,0,36,47,57,50,54,9.0,7.0,22.0,15.0,16.0,2.0,12.0,21.0
2006,Montana,4,3,2,0,0,0,0,4,9,4,6,7,0.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0
2006,Nebraska,2,4,3,9,4,0,0,3,10,15,20,5,2.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0
2006,Nevada,0,28,17,38,0,0,0,18,35,66,70,31,2.0,9.0,13.0,19.0,22.0,2.0,24.0,10.0
2006,New Hampshire,0,5,4,1,0,0,0,7,6,11,12,5,0.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0
2006,New Jersey,0,154,112,169,0,0,0,73,209,299,377,131,7.0,61.0,119.0,104.0,69.0,9.0,52.0,87.0
2006,New Mexico,12,3,0,30,0,0,0,3,13,35,23,25,0.0,1.0,4.0,7.0,12.0,2.0,6.0,16.0
2006,New York,0,363,361,376,2,3,1,157,507,756,891,367,30.0,130.0,268.0,222.0,210.0,24.0,149.0,230.0
2006,North Carolina,9,55,162,75,1,0,0,73,120,255,133,242,10.0,52.0,77.0,56.0,51.0,7.0,49.0,73.0
2006,North Dakota,2,3,1,2,0,0,0,2,6,4,5,5,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0
2006,Ohio,0,26,122,19,1,0,0,71,96,143,104,134,7.0,36.0,51.0,30.0,26.0,9.0,19.0,61.0
2006,Oklahoma,21,20,22,24,0,0,0,57,50,94,37,107,8.0,9.0,17.0,18.0,30.0,3.0,27.0,32.0
2006,Oregon,1,20,13,15,0,7,0,25,34,47,53,28,0.0,11.0,9.0,17.0,10.0,4.0,10.0,20.0
2006,Pennsylvania,0,82,134,40,1,2,0,78,139,198,167,169,15.0,26.0,46.0,51.0,48.0,19.0,48.0,84.0
2006,Rhode Island,0,5,5,13,0,0,0,3,9,17,22,4,0.0,3.0,6.0,5.0,2.0,3.0,5.0,2.0
2006,South Carolina,1,12,140,25,0,1,0,43,75,147,41,181,4.0,22.0,27.0,37.0,46.0,3.0,41.0,42.0
2006,South Dakota,6,3,4,0,0,0,0,1,6,8,7,7,0.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0
2006,Tennessee,0,20,126,34,1,2,0,94,91,186,70,207,12.0,27.0,42.0,41.0,46.0,6.0,30.0,73.0
2006,Texas,5,195,349,779,7,0,0,231,506,"1,060",754,812,62.0,175.0,259.0,286.0,304.0,43.0,200.0,237.0
2006,Utah,1,6,6,13,0,3,0,5,13,21,24,10,5.0,4.0,6.0,6.0,6.0,1.0,3.0,3.0
2006,Vermont,0,2,3,0,0,0,0,3,3,5,4,4,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0
2006,Virginia,0,105,115,81,0,0,0,31,143,189,229,103,14.0,51.0,58.0,58.0,48.0,12.0,36.0,55.0
2006,Washington,11,114,36,41,1,3,1,55,102,160,189,73,8.0,28.0,44.0,50.0,46.0,4.0,25.0,57.0
2006,West Virginia,0,2,1,2,0,0,0,17,4,18,4,18,0.0,2.0,2.0,3.0,4.0,0.0,2.0,9.0
2006,Wisconsin,2,17,13,23,0,0,0,19,37,37,39,35,9.0,7.0,16.0,4.0,9.0,2.0,8.0,19.0
2006,Wyoming,1,1,1,0,0,0,0,1,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2007,Alabama,0,14,83,22,0,1,0,56,58,118,38,138,4.0,20.0,22.0,20.0,42.0,3.0,22.0,43.0
2007,Alaska,28,7,1,1,1,0,4,8,16,34,8,42,3.0,4.0,3.0,4.0,17.0,1.0,6.0,12.0
2007,Arizona,22,49,18,171,1,0,0,41,112,190,186,113,16.0,37.0,49.0,51.0,42.0,8.0,33.0,66.0
2007,Arkansas,0,11,36,17,0,5,0,37,43,63,31,75,8.0,19.0,10.0,9.0,15.0,3.0,14.0,28.0
2007,California,5,"1,240",216,995,4,17,10,235,"1,073","1,649","2,106",597,89.0,291.0,402.0,383.0,454.0,45.0,407.0,651.0
2007,Colorado,1,27,16,51,0,0,0,16,42,69,78,33,4.0,16.0,14.0,15.0,11.0,3.0,14.0,34.0
2007,Connecticut,0,33,19,33,0,0,0,23,50,58,75,32,2.0,17.0,25.0,22.0,15.0,1.0,12.0,14.0
2007,Delaware,0,7,6,6,0,0,0,0,9,10,17,2,1.0,2.0,11.0,3.0,0.0,0.0,2.0,0.0
2007,District of Columbia,0,4,39,15,0,0,0,1,19,40,30,29,2.0,3.0,12.0,7.0,14.0,0.0,10.0,11.0
2007,Florida,2,102,380,293,3,1,0,207,377,611,464,524,41.0,103.0,173.0,159.0,199.0,20.0,137.0,156.0
2007,Georgia,0,64,245,96,0,1,0,70,170,306,167,271,26.0,58.0,86.0,84.0,90.0,11.0,51.0,70.0
2007,Hawaii,0,87,0,1,0,26,0,8,56,66,98,23,1.0,14.0,14.0,10.0,20.0,2.0,25.0,36.0
2007,Idaho,0,1,0,3,0,0,0,5,3,6,5,4,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0
2007,Illinois,0,149,153,130,0,0,4,83,194,325,308,211,11.0,44.0,75.0,83.0,105.0,7.0,72.0,122.0
2007,Indiana,0,18,28,34,0,0,0,48,48,80,55,73,4.0,20.0,24.0,23.0,26.0,1.0,10.0,20.0
2007,Iowa,0,13,5,9,0,1,0,15,15,28,24,19,0.0,5.0,13.0,7.0,4.0,1.0,6.0,7.0
2007,Kansas,1,16,15,17,0,1,0,9,25,34,38,21,1.0,12.0,7.0,4.0,14.0,3.0,9.0,9.0
2007,Kentucky,0,5,24,25,0,0,0,66,40,80,37,83,2.0,15.0,22.0,13.0,20.0,2.0,14.0,32.0
2007,Louisiana,0,14,126,26,0,0,0,51,66,151,36,181,6.0,24.0,21.0,44.0,59.0,5.0,32.0,26.0
2007,Maine,0,4,6,2,0,0,0,7,9,10,13,6,1.0,3.0,4.0,1.0,5.0,1.0,0.0,4.0
2007,Maryland,0,79,127,39,0,0,0,26,110,161,187,84,7.0,44.0,56.0,38.0,44.0,6.0,30.0,46.0
2007,Massachusetts,0,73,69,35,0,0,0,47,95,129,166,58,4.0,23.0,41.0,33.0,40.0,11.0,33.0,39.0
2007,Michigan,1,42,105,19,1,0,3,55,101,125,84,141,11.0,27.0,39.0,23.0,33.0,10.0,27.0,56.0
2007,Minnesota,2,49,146,26,0,0,0,15,123,115,203,35,5.0,54.0,59.0,33.0,20.0,17.0,21.0,29.0
2007,Mississippi,3,5,85,12,0,0,0,32,38,99,15,122,6.0,16.0,13.0,26.0,30.0,3.0,21.0,22.0
2007,Missouri,0,26,39,10,0,1,0,42,55,63,42,76,4.0,15.0,18.0,16.0,27.0,0.0,12.0,26.0
2007,Montana,2,3,0,0,0,0,0,6,5,6,3,8,0.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0
2007,Nebraska,0,6,3,12,1,1,0,2,11,14,24,1,0.0,3.0,6.0,2.0,5.0,2.0,4.0,3.0
2007,Nevada,1,31,14,37,0,1,0,18,41,61,64,38,6.0,15.0,14.0,11.0,15.0,3.0,21.0,17.0
2007,New Hampshire,0,7,0,2,0,0,0,2,6,5,9,2,0.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0
2007,New Jersey,0,159,82,165,0,0,0,61,209,258,344,123,19.0,58.0,109.0,65.0,69.0,11.0,53.0,83.0
2007,New Mexico,11,3,1,27,0,0,0,9,15,35,24,27,2.0,3.0,5.0,5.0,9.0,0.0,9.0,17.0
2007,New York,0,349,328,345,4,3,2,138,489,680,834,331,24.0,149.0,241.0,209.0,187.0,18.0,126.0,215.0
2007,North Carolina,7,51,130,99,4,1,0,53,131,213,140,205,18.0,45.0,68.0,53.0,44.0,7.0,45.0,65.0
2007,North Dakota,2,1,0,1,0,0,0,3,3,4,2,5,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0
2007,Ohio,0,43,113,19,0,0,0,76,99,152,114,137,8.0,30.0,43.0,37.0,46.0,5.0,24.0,58.0
2007,Oklahoma,26,9,22,25,0,5,0,62,47,102,36,113,12.0,11.0,20.0,16.0,30.0,9.0,30.0,21.0
2007,Oregon,0,26,8,38,0,2,0,20,36,58,70,24,3.0,11.0,18.0,20.0,15.0,3.0,13.0,11.0
2007,Pennsylvania,0,91,93,17,1,1,0,72,134,141,144,129,14.0,28.0,39.0,40.0,51.0,12.0,35.0,56.0
2007,Rhode Island,0,5,12,15,0,0,0,13,16,29,35,10,7.0,3.0,9.0,5.0,8.0,1.0,4.0,8.0
2007,South Carolina,3,19,124,34,2,2,0,34,95,123,58,160,7.0,31.0,30.0,29.0,40.0,6.0,32.0,43.0
2007,South Dakota,7,1,2,0,0,0,0,3,6,7,2,11,0.0,0.0,1.0,0.0,2.0,0.0,6.0,4.0
2007,Tennessee,0,19,95,36,1,1,1,82,84,151,68,167,4.0,20.0,41.0,42.0,36.0,6.0,32.0,54.0
2007,Texas,1,224,312,729,0,5,0,233,509,995,776,727,62.0,170.0,248.0,274.0,286.0,42.0,207.0,215.0
2007,Utah,1,12,4,15,0,3,0,4,18,21,29,10,1.0,10.0,7.0,6.0,6.0,1.0,2.0,6.0
2007,Vermont,0,0,2,0,0,0,0,1,0,3,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2007,Virginia,0,103,77,96,0,0,0,33,130,179,230,79,8.0,46.0,69.0,57.0,44.0,9.0,31.0,45.0
2007,Washington,7,119,54,55,1,16,0,39,118,173,216,75,11.0,46.0,62.0,39.0,41.0,11.0,28.0,53.0
2007,West Virginia,0,5,2,0,0,0,0,17,6,18,5,19,0.0,2.0,4.0,3.0,3.0,0.0,3.0,9.0
2007,Wisconsin,0,20,10,20,0,0,0,20,30,40,38,31,2.0,12.0,13.0,11.0,8.0,0.0,6.0,18.0
2007,Wyoming,0,1,0,0,0,0,0,1,0,2,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2008,Alabama,0,9,80,27,0,0,0,60,57,119,40,136,5.0,15.0,23.0,21.0,32.0,3.0,27.0,50.0
2008,Alaska,33,9,2,3,0,0,0,3,17,33,12,38,2.0,3.0,5.0,11.0,10.0,2.0,9.0,8.0
2008,Arizona,15,34,18,128,2,0,0,30,72,155,148,79,19.0,25.0,47.0,32.0,30.0,10.0,21.0,43.0
2008,Arkansas,0,10,23,10,0,1,0,39,35,48,19,64,3.0,8.0,6.0,10.0,11.0,4.0,14.0,27.0
2008,California,9,"1,141",207,"1,058",6,13,3,258,"1,041","1,654","2,019",670,85.0,279.0,414.0,399.0,431.0,68.0,396.0,623.0
2008,Colorado,3,29,18,37,1,0,0,15,39,64,73,30,5.0,13.0,12.0,21.0,17.0,5.0,11.0,19.0
2008,Connecticut,0,32,18,30,0,1,0,17,37,61,76,22,2.0,14.0,24.0,16.0,16.0,0.0,7.0,19.0
2008,Delaware,0,4,6,7,0,0,0,6,11,12,15,8,2.0,3.0,7.0,6.0,0.0,0.0,1.0,4.0
2008,District of Columbia,0,3,41,9,0,0,0,1,20,34,30,24,3.0,9.0,8.0,8.0,11.0,0.0,10.0,5.0
2008,Florida,1,96,390,257,1,0,0,212,340,617,452,505,38.0,93.0,135.0,145.0,232.0,9.0,142.0,163.0
