Year,Geography,American Indian/Alaska Native,Asian,Black/African American,Hispanic/Latino,Multiracial,Native Hawaiian/Other Pacific Islander,Unknown,White,Female,Male,Non-U.S.–born,U.S.-born,0-4,15-24,25-34,35-44,45-54,5-14,55-64,65+
2012,Maryland,0,73,99,33,1,0,0,17,86,137,171,51,9.0,23.0,42.0,46.0,37.0,5.0,19.0,42.0
2012,Massachusetts,0,78,62,32,1,0,0,41,93,120,184,30,2.0,26.0,52.0,29.0,33.0,1.0,23.0,48.0
2012,Michigan,0,45,42,20,0,0,7,36,53,97,74,76,3.0,17.0,14.0,22.0,28.0,0.0,18.0,48.0
2012,Minnesota,2,42,90,16,0,0,0,12,68,94,136,26,7.0,32.0,42.0,18.0,13.0,16.0,15.0,19.0
2012,Mississippi,0,4,49,7,0,0,0,21,22,59,11,70,0.0,4.0,9.0,11.0,16.0,1.0,20.0,20.0
2012,Missouri,0,15,24,5,0,1,0,25,26,44,30,40,3.0,6.0,12.0,10.0,10.0,1.0,6.0,22.0
2012,Montana,5,0,0,0,0,0,0,0,2,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
2012,Nebraska,0,4,7,6,2,0,0,3,11,11,13,9,1.0,3.0,5.0,8.0,1.0,0.0,3.0,1.0
2012,Nevada,2,39,6,23,0,0,0,13,37,46,62,21,5.0,12.0,8.0,7.0,12.0,5.0,14.0,20.0
2012,New Hampshire,0,5,2,2,0,0,0,0,5,4,9,0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0
2012,New Jersey,0,145,47,79,0,0,0,31,129,173,246,56,1.0,23.0,73.0,50.0,38.0,4.0,48.0,64.0
2012,New Mexico,12,2,0,24,0,0,0,2,11,29,19,21,0.0,1.0,5.0,7.0,6.0,0.0,4.0,17.0
2012,New York,0,338,172,231,14,1,14,95,376,489,693,172,9.0,78.0,165.0,132.0,149.0,18.0,125.0,189.0
2012,North Carolina,5,48,66,42,9,0,0,41,78,133,97,114,11.0,25.0,42.0,30.0,28.0,4.0,26.0,45.0
2012,North Dakota,3,1,1,0,1,0,19,1,11,15,4,22,4.0,6.0,2.0,4.0,5.0,2.0,1.0,2.0
2012,Ohio,0,28,64,15,0,0,0,42,54,95,72,77,3.0,19.0,31.0,18.0,18.0,4.0,19.0,37.0
2012,Oklahoma,13,18,15,13,2,4,1,22,29,59,35,53,7.0,7.0,16.0,9.0,10.0,5.0,18.0,16.0
2012,Oregon,2,22,2,21,0,1,0,11,22,37,43,16,0.0,5.0,8.0,12.0,15.0,1.0,7.0,11.0
2012,Pennsylvania,0,86,66,25,4,0,0,52,99,134,141,92,3.0,16.0,40.0,30.0,41.0,4.0,38.0,61.0
2012,Rhode Island,0,6,4,9,0,0,0,4,10,13,13,10,2.0,4.0,4.0,1.0,2.0,0.0,2.0,8.0
2012,South Carolina,0,16,63,11,0,0,0,32,39,83,29,93,4.0,7.0,16.0,12.0,25.0,3.0,21.0,34.0
2012,South Dakota,7,2,3,0,1,0,0,6,13,6,7,12,2.0,1.0,4.0,1.0,5.0,0.0,2.0,4.0
2012,Tennessee,0,21,68,17,0,2,0,55,53,110,51,112,5.0,15.0,24.0,27.0,32.0,5.0,26.0,29.0
2012,Texas,0,203,223,639,0,5,0,162,445,787,663,569,50.0,155.0,194.0,179.0,217.0,28.0,211.0,198.0
2012,Utah,4,11,3,11,0,2,0,6,18,19,27,10,1.0,2.0,13.0,2.0,4.0,0.0,7.0,8.0
2012,Vermont,0,2,2,0,0,0,0,0,3,1,4,0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
2012,Virginia,1,97,50,52,0,0,0,34,106,128,183,51,8.0,20.0,49.0,39.0,46.0,5.0,22.0,45.0
2012,Washington,3,83,36,31,2,7,0,23,87,98,142,43,6.0,14.0,40.0,32.0,22.0,4.0,20.0,47.0
2012,West Virginia,0,2,1,1,0,0,0,4,4,4,2,6,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0
2012,Wisconsin,1,33,13,18,0,0,0,6,32,39,47,24,6.0,7.0,20.0,8.0,8.0,1.0,6.0,15.0
2012,Wyoming,0,0,1,1,0,0,0,1,2,1,2,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2013,Alabama,0,5,51,18,0,0,0,34,46,62,21,87,5.0,11.0,17.0,10.0,18.0,2.0,14.0,31.0
2013,Alaska,54,13,0,1,0,0,0,3,24,47,15,56,6.0,11.0,6.0,11.0,14.0,4.0,8.0,11.0
2013,Arizona,19,26,10,105,0,0,0,24,61,123,136,48,3.0,31.0,32.0,28.0,28.0,4.0,17.0,41.0
2013,Arkansas,0,7,21,12,0,5,0,27,26,46,23,49,1.0,7.0,8.0,15.0,5.0,0.0,11.0,25.0
2013,California,3,"1,053",132,784,8,7,1,175,843,"1,320","1,697",463,58.0,185.0,269.0,283.0,300.0,32.0,363.0,673.0
2013,Colorado,0,19,19,24,2,0,0,10,31,43,59,15,2.0,8.0,13.0,11.0,12.0,0.0,7.0,21.0
2013,Connecticut,0,25,9,17,0,0,0,11,27,35,48,14,1.0,3.0,16.0,11.0,12.0,0.0,7.0,12.0
2013,Delaware,0,5,4,7,0,0,0,3,10,9,10,9,1.0,2.0,5.0,3.0,2.0,2.0,0.0,4.0
2013,District of Columbia,0,3,28,3,0,0,0,3,12,25,25,12,3.0,3.0,13.0,4.0,7.0,1.0,2.0,4.0
2013,Florida,2,91,240,179,1,1,0,132,259,387,363,283,17.0,54.0,96.0,110.0,123.0,10.0,123.0,113.0
2013,Georgia,2,68,169,57,2,0,3,38,111,228,172,167,16.0,23.0,65.0,57.0,69.0,10.0,46.0,53.0
2013,Hawaii,1,90,2,0,5,15,0,2,54,61,93,22,1.0,12.0,13.0,11.0,20.0,3.0,19.0,36.0
2013,Idaho,1,2,0,4,0,0,0,4,1,10,7,4,0.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0
2013,Illinois,0,120,77,92,0,0,0,38,141,186,214,113,11.0,37.0,49.0,50.0,55.0,5.0,44.0,76.0
2013,Indiana,0,33,20,8,0,0,0,33,31,63,51,43,2.0,13.0,9.0,9.0,19.0,2.0,18.0,22.0
2013,Iowa,0,18,9,6,2,1,0,11,19,28,33,14,0.0,7.0,11.0,10.0,6.0,1.0,5.0,7.0
2013,Kansas,0,16,2,9,0,1,0,8,14,22,25,11,4.0,4.0,6.0,4.0,1.0,2.0,6.0,9.0
2013,Kentucky,0,11,12,8,0,0,0,28,19,40,28,31,0.0,7.0,4.0,15.0,8.0,2.0,6.0,17.0
2013,Louisiana,0,15,61,15,0,0,0,48,50,89,31,108,12.0,14.0,11.0,16.0,31.0,2.0,29.0,24.0
2013,Maine,0,1,6,1,0,0,0,7,7,8,7,8,1.0,0.0,2.0,2.0,1.0,1.0,3.0,5.0
2013,Maryland,0,51,75,23,0,2,0,24,84,91,129,46,7.0,15.0,39.0,27.0,33.0,2.0,26.0,26.0
2013,Massachusetts,0,65,57,29,1,1,0,42,92,103,153,42,2.0,30.0,48.0,30.0,20.0,1.0,23.0,41.0
2013,Michigan,0,50,40,13,0,3,1,34,59,82,82,58,0.0,14.0,15.0,24.0,25.0,2.0,25.0,36.0
2013,Minnesota,4,55,60,16,0,0,0,16,66,85,122,29,3.0,24.0,39.0,21.0,15.0,4.0,18.0,27.0
2013,Mississippi,0,5,37,11,0,0,0,12,18,47,16,49,2.0,3.0,5.0,5.0,10.0,1.0,18.0,21.0
2013,Missouri,1,20,20,4,0,6,0,23,28,46,34,40,7.0,8.0,9.0,6.0,16.0,0.0,10.0,18.0
2013,Montana,3,0,1,0,0,0,1,1,1,5,0,6,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0
2013,Nebraska,0,5,1,9,1,0,1,4,7,13,13,6,0.0,3.0,4.0,6.0,1.0,0.0,6.0,1.0
2013,Nevada,0,33,12,31,0,0,0,15,41,50,59,32,15.0,7.0,13.0,14.0,10.0,1.0,14.0,17.0
2013,New Hampshire,0,7,3,3,0,0,0,2,8,7,14,1,0.0,3.0,2.0,5.0,2.0,0.0,2.0,1.0
2013,New Jersey,0,121,55,109,0,0,0,34,142,177,245,74,9.0,27.0,65.0,43.0,54.0,4.0,46.0,71.0
2013,New Mexico,7,11,0,25,0,1,0,6,20,30,32,18,0.0,2.0,7.0,6.0,7.0,0.0,8.0,20.0
2013,New York,2,372,175,225,9,1,4,77,358,507,716,148,11.0,94.0,175.0,153.0,113.0,11.0,125.0,183.0
2013,North Carolina,10,49,85,39,6,0,0,27,80,136,102,114,9.0,20.0,46.0,36.0,32.0,6.0,30.0,37.0
2013,North Dakota,0,0,0,1,0,0,11,0,7,5,4,8,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
2013,Ohio,0,40,48,10,0,0,2,48,52,96,81,67,1.0,14.0,31.0,18.0,26.0,6.0,14.0,38.0
2013,Oklahoma,8,10,6,13,4,3,0,26,16,54,21,47,3.0,13.0,6.0,3.0,19.0,1.0,14.0,11.0
2013,Oregon,0,25,7,18,0,1,0,16,32,35,48,19,4.0,6.0,11.0,7.0,14.0,1.0,5.0,19.0
2013,Pennsylvania,0,89,58,27,0,0,0,39,89,124,139,74,3.0,28.0,40.0,35.0,23.0,4.0,39.0,41.0
2013,Rhode Island,0,9,8,6,0,0,0,4,11,16,22,5,1.0,1.0,6.0,3.0,2.0,1.0,2.0,11.0
2013,South Carolina,0,6,67,11,0,2,0,26,41,71,21,91,3.0,4.0,20.0,18.0,21.0,10.0,11.0,25.0
2013,South Dakota,4,1,2,1,1,0,0,0,6,3,4,5,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
2013,Tennessee,0,20,67,16,1,0,0,39,51,92,41,102,10.0,14.0,23.0,24.0,12.0,5.0,23.0,32.0
2013,Texas,0,196,228,624,2,0,1,169,421,799,672,548,53.0,150.0,203.0,161.0,224.0,23.0,200.0,206.0
2013,Utah,0,8,5,13,0,2,0,5,20,13,27,6,2.0,3.0,11.0,4.0,3.0,1.0,4.0,5.0
2013,Vermont,0,4,0,0,0,0,0,1,3,2,4,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2013,Virginia,0,73,57,28,0,0,0,21,71,108,148,31,0.0,16.0,44.0,33.0,24.0,9.0,19.0,34.0
2013,Washington,3,113,26,30,1,9,0,28,90,120,162,48,4.0,27.0,44.0,29.0,30.0,4.0,29.0,43.0
2013,West Virginia,0,2,1,0,1,1,0,8,5,8,3,10,0.0,1.0,3.0,0.0,4.0,0.0,3.0,2.0
2013,Wisconsin,0,27,8,7,0,0,0,8,26,24,29,21,0.0,10.0,12.0,4.0,10.0,4.0,2.0,8.0
2013,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Alabama,0,12,73,11,0,1,0,36,40,93,22,111,5.0,8.0,18.0,20.0,18.0,3.0,29.0,32.0
2014,Alaska,48,12,0,0,0,1,0,1,21,41,12,50,0.0,7.0,7.0,7.0,12.0,2.0,16.0,11.0
2014,Arizona,13,28,23,112,0,0,0,17,59,134,146,47,7.0,32.0,34.0,30.0,25.0,6.0,17.0,42.0
2014,Arkansas,1,10,22,10,0,23,0,27,39,54,32,61,5.0,9.0,12.0,10.0,8.0,9.0,18.0,22.0
2014,California,3,"1,072",117,763,6,11,2,156,842,"1,288","1,669",457,56.0,186.0,282.0,247.0,305.0,33.0,353.0,668.0
2014,Colorado,0,23,16,16,0,2,0,7,31,33,55,9,2.0,7.0,8.0,10.0,7.0,0.0,12.0,18.0
2014,Connecticut,0,18,14,16,0,0,0,12,19,41,46,14,1.0,13.0,11.0,8.0,7.0,1.0,6.0,13.0
2014,Delaware,0,6,7,4,0,0,0,5,12,10,15,7,1.0,3.0,5.0,1.0,4.0,1.0,0.0,7.0
2014,District of Columbia,0,1,27,3,0,0,0,1,16,16,17,15,0.0,2.0,9.0,7.0,3.0,0.0,6.0,5.0
2014,Florida,0,80,206,195,0,0,0,109,220,370,358,232,15.0,68.0,72.0,92.0,126.0,8.0,106.0,103.0
2014,Georgia,0,72,157,58,2,0,1,44,113,221,150,184,15.0,23.0,62.0,56.0,60.0,12.0,50.0,56.0
2014,Hawaii,0,110,0,3,1,21,0,1,45,91,124,12,0.0,13.0,16.0,13.0,23.0,2.0,24.0,45.0
2014,Idaho,0,3,0,4,0,0,2,2,5,6,8,3,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0
2014,Illinois,0,98,77,93,0,0,0,51,121,198,216,103,9.0,33.0,45.0,43.0,61.0,5.0,50.0,73.0
2014,Indiana,0,32,26,14,2,1,0,33,45,63,60,48,2.0,13.0,24.0,17.0,16.0,1.0,12.0,23.0
2014,Iowa,0,17,6,10,3,3,0,15,26,28,38,16,4.0,3.0,9.0,14.0,8.0,0.0,7.0,9.0
2014,Kansas,0,14,5,11,0,1,0,9,16,24,29,11,1.0,9.0,4.0,4.0,5.0,2.0,6.0,9.0
2014,Kentucky,0,14,15,16,1,1,0,32,23,56,40,39,1.0,4.0,12.0,14.0,16.0,3.0,12.0,17.0
2014,Louisiana,0,20,57,18,1,0,0,25,30,91,34,87,1.0,10.0,12.0,17.0,26.0,4.0,34.0,17.0
2014,Maine,0,4,7,1,0,0,0,2,6,8,13,1,0.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0
2014,Maryland,0,61,80,38,1,0,0,17,85,112,159,38,5.0,26.0,42.0,30.0,23.0,4.0,24.0,43.0
2014,Massachusetts,0,89,45,33,1,0,0,29,80,117,163,33,3.0,20.0,45.0,28.0,24.0,4.0,29.0,44.0
2014,Michigan,0,39,35,14,1,0,0,16,39,66,62,43,1.0,7.0,11.0,19.0,10.0,0.0,21.0,36.0
2014,Minnesota,4,47,61,12,1,0,0,22,66,81,108,39,8.0,27.0,28.0,15.0,10.0,11.0,25.0,23.0
2014,Mississippi,0,6,42,8,0,0,0,18,25,49,13,61,0.0,1.0,13.0,7.0,10.0,1.0,11.0,31.0
2014,Missouri,0,23,28,6,0,1,0,18,31,45,41,35,0.0,8.0,17.0,12.0,8.0,2.0,13.0,16.0
2014,Montana,4,0,0,0,0,0,0,2,2,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2014,Nebraska,0,6,11,14,3,0,0,4,13,25,31,7,1.0,5.0,9.0,7.0,5.0,0.0,3.0,8.0
2014,Nevada,0,36,11,16,3,0,0,8,33,41,50,24,8.0,8.0,7.0,6.0,13.0,4.0,17.0,11.0
2014,New Hampshire,0,7,1,0,0,0,0,3,4,7,8,3,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0
2014,New Jersey,0,137,43,103,1,0,0,22,119,187,252,54,7.0,35.0,72.0,54.0,42.0,6.0,39.0,51.0
2014,New Mexico,12,7,0,26,0,1,0,4,19,31,29,21,0.0,3.0,7.0,5.0,10.0,1.0,4.0,20.0
2014,New York,0,333,150,194,26,0,10,71,298,486,648,135,10.0,92.0,137.0,116.0,108.0,11.0,127.0,183.0
2014,North Carolina,5,26,84,38,4,0,0,38,84,111,84,111,4.0,16.0,27.0,43.0,31.0,7.0,29.0,38.0
2014,North Dakota,4,2,2,1,0,0,2,4,4,11,7,8,0.0,3.0,5.0,0.0,3.0,1.0,1.0,2.0
2014,Ohio,0,37,56,12,0,0,0,51,61,95,85,71,5.0,10.0,28.0,17.0,29.0,4.0,18.0,45.0
2014,Oklahoma,8,16,3,10,6,2,0,14,16,43,29,30,10.0,5.0,8.0,5.0,11.0,1.0,11.0,8.0
2014,Oregon,2,30,11,13,0,1,0,20,33,44,52,25,0.0,7.0,10.0,13.0,14.0,0.0,14.0,19.0
2014,Pennsylvania,0,81,51,26,8,0,0,40,82,124,133,73,1.0,18.0,33.0,24.0,34.0,1.0,35.0,60.0
2014,Rhode Island,0,2,5,11,0,0,0,3,12,9,16,5,0.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0
2014,South Carolina,0,7,50,10,0,0,0,12,25,54,17,62,2.0,9.0,12.0,10.0,15.0,0.0,11.0,20.0
2014,South Dakota,3,0,2,2,0,0,0,0,3,4,4,3,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
2014,Tennessee,0,24,66,24,0,0,0,37,55,96,66,85,7.0,19.0,21.0,20.0,23.0,6.0,30.0,25.0
2014,Texas,3,227,222,694,5,2,0,114,426,841,765,502,49.0,139.0,213.0,201.0,213.0,25.0,217.0,210.0
2014,Utah,1,8,4,13,0,0,0,5,22,9,27,4,2.0,2.0,5.0,6.0,4.0,0.0,5.0,7.0
2014,Vermont,0,0,2,0,0,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2014,Virginia,0,80,49,33,0,0,0,36,94,104,147,51,4.0,20.0,42.0,28.0,21.0,5.0,28.0,50.0
2014,Washington,5,85,32,30,1,18,0,23,81,113,149,45,7.0,23.0,37.0,32.0,22.0,6.0,31.0,36.0
2014,West Virginia,0,0,1,1,0,1,0,10,3,10,3,10,0.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0
2014,Wisconsin,1,21,7,10,0,0,0,9,21,27,33,15,0.0,3.0,11.0,4.0,8.0,0.0,9.0,13.0
2014,Wyoming,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2015,Alabama,0,6,63,21,3,0,0,26,34,85,29,90,1.0,8.0,20.0,12.0,20.0,2.0,26.0,30.0
2015,Alaska,56,9,0,0,0,0,0,3,24,44,8,60,4.0,4.0,7.0,7.0,14.0,9.0,12.0,11.0
2015,Arizona,14,42,19,100,0,1,0,22,59,139,141,57,8.0,24.0,25.0,31.0,27.0,6.0,30.0,47.0
2015,Arkansas,0,8,29,10,0,17,0,26,27,63,26,64,12.0,10.0,12.0,12.0,12.0,0.0,13.0,19.0
2015,California,1,"1,127",98,762,1,10,0,132,882,"1,249","1,722",404,36.0,186.0,285.0,222.0,314.0,32.0,377.0,679.0
2015,Colorado,0,24,14,22,2,0,0,11,30,43,58,15,5.0,5.0,10.0,10.0,11.0,2.0,10.0,20.0
2015,Connecticut,0,25,17,20,0,0,0,8,28,42,56,14,0.0,6.0,14.0,17.0,15.0,0.0,7.0,11.0
2015,Delaware,0,10,3,6,0,0,0,3,6,16,15,7,2.0,3.0,6.0,4.0,3.0,0.0,2.0,2.0
2015,District of Columbia,0,3,21,5,0,0,0,4,18,15,18,15,2.0,3.0,8.0,4.0,4.0,0.0,2.0,10.0
2015,Florida,0,85,221,169,1,1,0,124,231,370,342,259,10.0,54.0,89.0,83.0,122.0,11.0,123.0,109.0
2015,Georgia,1,81,155,39,1,0,0,41,119,199,148,170,15.0,25.0,52.0,58.0,64.0,3.0,58.0,43.0
2015,Hawaii,0,88,1,0,2,33,0,3,56,71,109,18,4.0,22.0,9.0,17.0,15.0,4.0,22.0,34.0
2015,Idaho,0,3,3,2,0,0,0,3,6,5,10,1,1.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0
2015,Illinois,0,139,57,91,0,1,0,55,141,202,243,100,9.0,27.0,59.0,42.0,46.0,4.0,59.0,97.0
2015,Indiana,0,38,24,23,0,0,0,31,50,66,67,49,3.0,26.0,25.0,16.0,18.0,1.0,8.0,19.0
2015,Iowa,1,12,9,6,0,1,0,9,16,22,31,7,2.0,7.0,8.0,10.0,3.0,0.0,5.0,3.0
2015,Kansas,0,13,8,6,0,1,0,8,9,27,27,9,0.0,5.0,6.0,6.0,9.0,1.0,5.0,4.0
2015,Kentucky,0,13,13,12,0,1,0,28,23,44,34,33,1.0,7.0,11.0,10.0,14.0,2.0,10.0,12.0
2015,Louisiana,0,18,40,20,5,0,1,35,38,81,39,80,3.0,11.0,16.0,21.0,24.0,2.0,26.0,16.0
2015,Maine,0,2,12,0,0,0,0,4,9,9,14,4,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0
2015,Maryland,0,50,71,39,2,1,0,13,88,88,133,43,3.0,24.0,32.0,33.0,25.0,4.0,21.0,34.0
2015,Massachusetts,0,81,46,36,1,0,4,24,92,100,167,25,2.0,14.0,25.0,36.0,27.0,5.0,32.0,51.0
2015,Michigan,1,51,36,10,0,0,0,33,49,82,85,46,2.0,18.0,23.0,19.0,20.0,1.0,15.0,33.0
2015,Minnesota,4,40,84,9,0,1,0,12,74,76,129,21,1.0,14.0,44.0,23.0,21.0,9.0,17.0,21.0
2015,Mississippi,0,6,50,4,0,0,0,13,25,48,10,63,2.0,4.0,13.0,7.0,12.0,1.0,16.0,18.0
2015,Missouri,0,34,15,11,1,9,0,22,38,54,57,35,3.0,14.0,21.0,11.0,9.0,5.0,12.0,17.0
2015,Montana,3,1,1,0,0,0,0,4,2,7,2,7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0
2015,Nebraska,0,9,5,10,4,0,0,5,15,18,25,8,1.0,4.0,12.0,4.0,5.0,1.0,1.0,5.0
2015,Nevada,0,36,16,19,1,1,0,12,42,43,58,27,0.0,6.0,14.0,14.0,11.0,1.0,14.0,25.0
2015,New Hampshire,0,4,4,2,0,0,0,3,8,5,11,2,0.0,2.0,4.0,0.0,2.0,1.0,0.0,4.0
2015,New Jersey,0,145,49,106,0,0,0,25,152,173,267,58,8.0,31.0,61.0,49.0,50.0,2.0,37.0,87.0
2015,New Mexico,7,3,1,27,0,0,0,9,12,35,24,23,1.0,2.0,5.0,4.0,8.0,0.0,9.0,18.0
2015,New York,0,332,157,193,5,1,11,64,312,451,619,144,18.0,83.0,135.0,114.0,113.0,14.0,115.0,171.0
2015,North Carolina,23,39,61,41,4,0,0,31,79,120,92,107,7.0,19.0,41.0,26.0,38.0,3.0,19.0,46.0
2015,North Dakota,0,3,3,0,0,0,1,2,3,6,7,2,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0
2015,Ohio,0,49,49,7,0,1,0,37,56,87,88,54,3.0,22.0,31.0,15.0,24.0,2.0,11.0,35.0
2015,Oklahoma,10,14,7,11,6,1,0,18,25,42,26,41,2.0,3.0,5.0,7.0,13.0,3.0,10.0,24.0
2015,Oregon,1,34,7,10,0,2,1,20,34,41,52,23,1.0,12.0,13.0,9.0,6.0,3.0,14.0,17.0
2015,Pennsylvania,0,78,60,26,1,1,0,34,94,106,121,79,1.0,12.0,28.0,30.0,40.0,3.0,40.0,46.0
2015,Rhode Island,0,9,3,12,0,0,0,6,11,19,26,4,0.0,2.0,7.0,1.0,4.0,0.0,4.0,12.0
2015,South Carolina,0,12,60,12,0,1,0,19,29,75,26,78,3.0,10.0,15.0,10.0,13.0,3.0,26.0,24.0
2015,South Dakota,11,1,2,1,0,0,0,2,6,11,5,12,0.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0
2015,Tennessee,1,20,50,18,1,0,0,41,52,79,59,72,6.0,13.0,17.0,22.0,13.0,0.0,20.0,40.0
2015,Texas,2,258,251,674,4,6,0,135,476,854,767,563,47.0,135.0,231.0,213.0,218.0,37.0,227.0,222.0
2015,Utah,0,10,4,18,0,1,0,4,18,19,28,9,4.0,5.0,5.0,6.0,6.0,3.0,5.0,3.0
2015,Vermont,0,2,1,1,0,0,0,3,4,3,4,3,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0
2015,Virginia,0,94,53,42,0,0,0,23,104,108,167,45,5.0,14.0,37.0,31.0,26.0,5.0,30.0,64.0
2015,Washington,7,101,36,30,0,9,2,22,85,122,160,47,5.0,28.0,40.0,24.0,22.0,6.0,26.0,56.0
2015,West Virginia,0,1,0,1,0,0,0,8,4,6,3,7,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0
2015,Wisconsin,1,30,9,15,0,0,0,14,29,40,49,20,0.0,1.0,13.0,9.0,11.0,1.0,12.0,22.0
2015,Wyoming,1,2,0,1,0,0,0,0,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2016,Alabama,0,9,55,15,3,0,0,30,36,76,26,86,3.0,6.0,17.0,21.0,18.0,1.0,21.0,25.0
2016,Alaska,41,11,2,0,0,1,0,2,27,30,11,46,2.0,4.0,9.0,5.0,15.0,5.0,9.0,8.0
2016,Arizona,19,35,21,91,0,4,0,18,67,121,132,56,0.0,24.0,40.0,26.0,21.0,3.0,21.0,53.0
2016,Arkansas,1,16,17,13,0,14,0,30,40,51,40,51,3.0,12.0,19.0,8.0,15.0,2.0,13.0,19.0
2016,California,5,"1,081",104,703,7,14,2,143,779,"1,280","1,670",384,34.0,174.0,282.0,223.0,301.0,17.0,345.0,683.0
2016,Colorado,0,14,16,25,0,0,0,9,30,34,47,17,2.0,4.0,8.0,5.0,11.0,1.0,14.0,19.0
2016,Connecticut,0,23,7,17,0,0,0,5,26,26,44,8,1.0,6.0,14.0,7.0,8.0,0.0,4.0,12.0
2016,Delaware,0,5,5,3,0,0,0,3,7,9,11,5,0.0,1.0,4.0,5.0,1.0,0.0,3.0,2.0
2016,District of Columbia,0,4,19,1,0,0,0,1,10,15,17,8,0.0,3.0,3.0,10.0,1.0,0.0,4.0,4.0
2016,Florida,0,107,222,167,3,1,0,139,260,379,385,254,13.0,42.0,96.0,98.0,123.0,10.0,99.0,158.0
2016,Georgia,0,71,150,44,0,0,0,37,114,188,144,158,10.0,24.0,44.0,47.0,57.0,10.0,54.0,56.0
2016,Hawaii,0,97,1,1,1,16,0,3,49,70,100,19,2.0,6.0,11.0,12.0,14.0,2.0,25.0,47.0
2016,Idaho,1,3,2,11,0,0,0,1,6,12,10,8,4.0,2.0,0.0,2.0,1.0,0.0,3.0,6.0
2016,Illinois,0,137,74,96,0,0,0,34,148,193,257,84,10.0,37.0,62.0,41.0,46.0,3.0,44.0,97.0
2016,Indiana,0,43,17,24,1,2,0,22,43,66,76,33,3.0,14.0,28.0,20.0,11.0,4.0,16.0,13.0
2016,Iowa,0,18,11,4,3,1,0,11,19,29,40,8,0.0,7.0,12.0,8.0,8.0,0.0,7.0,6.0
2016,Kansas,0,14,10,7,0,0,0,8,15,24,31,8,0.0,6.0,8.0,9.0,5.0,0.0,3.0,8.0
2016,Kentucky,0,17,21,13,1,0,0,39,31,60,50,41,1.0,8.0,20.0,7.0,20.0,0.0,13.0,22.0
2016,Louisiana,0,16,47,24,2,0,0,39,57,71,43,85,3.0,8.0,23.0,23.0,18.0,2.0,30.0,21.0
2016,Maine,0,5,11,1,0,0,0,6,7,16,19,4,0.0,4.0,3.0,5.0,3.0,0.0,4.0,4.0
2016,Maryland,0,88,80,38,2,0,0,13,104,117,186,35,3.0,27.0,40.0,41.0,40.0,3.0,23.0,44.0
2016,Massachusetts,0,62,49,40,3,0,3,33,86,104,167,23,3.0,27.0,32.0,34.0,25.0,5.0,15.0,49.0
2016,Michigan,1,55,34,8,0,0,0,35,49,84,80,53,5.0,11.0,21.0,15.0,17.0,3.0,21.0,40.0
2016,Minnesota,1,58,88,12,0,1,0,8,74,94,152,16,7.0,24.0,46.0,20.0,16.0,12.0,17.0,26.0
2016,Mississippi,0,8,30,3,0,0,0,19,25,35,13,47,3.0,7.0,4.0,9.0,9.0,1.0,12.0,15.0
2016,Missouri,0,26,33,13,0,2,0,27,34,67,57,44,2.0,17.0,22.0,15.0,17.0,0.0,5.0,23.0
2016,Montana,0,0,1,0,0,0,0,3,1,3,1,3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2016,Nebraska,0,7,5,8,2,0,0,6,11,17,22,6,2.0,6.0,2.0,7.0,2.0,1.0,3.0,5.0
2016,Nevada,1,18,15,14,1,0,0,6,31,24,39,16,3.0,6.0,7.0,16.0,7.0,0.0,4.0,12.0
2016,New Hampshire,0,8,3,2,0,0,0,2,7,8,13,2,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0
